id;nombre;piso;depto;codigo_pos;direccion;barrio;comuna;dias_y_hor;telefonos;email;web;actividad;depende;publico;sector;activ;lon;lat
1200;Casassa y Lorenzo Libreros. Sucursal Cuenca.;;;1417;CUENCA 3285;Villa Del Parque;Comuna 11;;4501-6483;ventas@casassaylorenzo.com;www.casassaylorenzo.com;Librería;;General;Privado;;-58.4964;-34.599839426788
1201;Club Premier;;;1405;CAMPICHUELO 472;Caballito;Comuna 6;;4982-7637;info@clubpremier.org.ar;www.clubpremier.org.ar;Espacio Escénico (Teatro, Música y Danza);;General;ONG;Espacio de Formación (Carreras, Seminarios y Talleres)||Peña||Cine||Milonga y/o Tanguería;-58.4352;-34.6119067465584
1202;Tango Porteño;;;1010;CERRITO 570;San Nicolas;Comuna 1;Lunes a Domingos de 10:00 a 22:00.;4124-9400;info@tangoporteno.com.ar;http://tangoporteno.com.ar/esp/index.html#;Milonga y/o Tanguería;;Adultos;Privado;;-58.3824;-34.6019190443212
1203;"Biblioteca ""Dr. Víctor Raúl Maitello"" de la Asociación Nefrológica de Buenos Aires";;;1181;GASCON 88;Almagro;Comuna 5;;5530-8900;ban@renal.org.ar;http://www.ancba.org.ar/biblioteca.html;Biblioteca;;General;ONG;;-58.4244;-34.6114180808086
1204;Espacio Artístico Colette;;;1042;CORRIENTES AV. 1660;San Nicolas;Comuna 1;;6320-5346;info@espaciocolette.com.ar;www.espaciocolette.com.ar/colette.php;Espacio Escénico (Teatro, Música y Danza);;General;Privado;;-58.3899;-34.6043408987291
1205;Cine Arteplex del Parque;;;1417;CUENCA 3035;Villa Del Parque;Comuna 11;Lunes a Domingos de 13:00 a 22:00.;4505-8074;;www.cinesarteplex.com/encartel-adelparque.php;Cine;;General;Privado;;-58.4948;-34.6019070345992
1206;Cine Arteplex Centro;;;1035;SAENZ PEÑA, ROQUE, PRES. AV. 1150;San Nicolas;Comuna 1;Lunes a Domingos de 13:00 a 22:00.;4382-7934;;www.cinesarteplex.com/encartel-acentro.php;Cine;;General;Privado;;-58.3829;-34.6031558195981
1207;Miles Discos;;;1414;HONDURAS 4912;Palermo;Comuna 14;Lunes a Jueves de 10:00 a 20:00. Viernes y Sábados de 10:00 a 22:00. Domingos de 12:00 a 20:00.;4832-0466;miles@milesdiscos.com.ar;www.milesdiscos.com.ar;Disquería;;General;Privado;Librería;-58.4294;-34.5892707678222
1208;Centro Cultural Flor del Ceibo;;;1437;IRIARTE, GRAL. AV. 3463;Barracas;Comuna 4;Lunes a Viernes de 13:00 a 21:00.;4303-4881;;;Centro Cultural;Ministerio de Cultura - Dirección General de Promoción Cultural;General;Estado Municipal;;-58.3963;-34.651383960701
1209;Centro Cultural Torquato Tasso;;;1143;DEFENSA 1575;San Telmo;Comuna 1;;4307-6506;info@torquatotasso.com.ar;www.torquatotasso.com.ar;Bar Cultural;;General;Privado;Milonga y/o Tanguería||Centro Cultural||Espacio Escénico (Teatro, Música y Danza);-58.3711;-34.6261579591702
1210;Del Riachuelo Espacio de Arte;;;1169;DON PEDRO DE MENDOZA AV. 1887;Boca;Comuna 4;;4303-0798;marthaorengo@yahoo.com.ar;http://delriachueloespaciodearte.blogspot.com.ar;Galería de Arte;;General;Privado;;-58.3616;-34.6393335616463
1211;El Camarín de las Musas;;;1175;BRAVO, MARIO 960;Almagro;Comuna 5;;4862-0655;contacto@elcamarindelasmusas.com;www.elcamarindelasmusas.com;Espacio Escénico (Teatro, Música y Danza);;General;Privado;Cine||Espacio de Formación (Carreras, Seminarios y Talleres);-58.4161;-34.5985193036156
1212;La Carpintería Teatro;;;1215;JAURES, JEAN 858;Balvanera;Comuna 3;Miércoles a Viernes a partir de las 19:00. Sá bados y domingos a partir de las 17:00.;4961-5092;lacarpinteria858@gmail.com;http://lacarpinteriateatro.wordpress.com;Espacio Escénico (Teatro, Música y Danza);;General;Privado;Espacio de Formación (Carreras, Seminarios y Talleres);-58.4076;-34.6004788465254
1213;Espacio Callejón;;;1191;HUMAHUACA 3759;Almagro;Comuna 5;;4862-1167;;http://espaciocallejon.blogspot.com.ar;Espacio Escénico (Teatro, Música y Danza);;General;Privado;Espacio de Formación (Carreras, Seminarios y Talleres);-58.4173;-34.6022343055249
1214;El Extranjero Teatro;;;1191;GOMEZ, VALENTIN 3378;Balvanera;Comuna 3;;4862-7400;elextranjero@elextranjeroteatro.com;www.elextranjeroteatro.com;Espacio Escénico (Teatro, Música y Danza);;General;Privado;Espacio de Formación (Carreras, Seminarios y Talleres);-58.413;-34.6051687518361
1215;El Kafka Espacio Teatral;;;1185;LAMBARE 866;Almagro;Comuna 5;;4862-5439;elkafka@gmail.com;http://elkafkaespacioteatral.blogspot.com.ar;Espacio Escénico (Teatro, Música y Danza);;General;Privado;Espacio de Formación (Carreras, Seminarios y Talleres);-58.4306;-34.6048318393889
1216;Proscenio. Escuela de Teatro Musical.;;;1428;CABILDO AV. 2857;Belgrano;Comuna 13;;4783-0087;;www.escuelaproscenio.com;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;;-58.4621;-34.5557589321353
1217;Teatro Apolo;;;1043;CORRIENTES AV. 1372;San Nicolas;Comuna 1;Lunes a Sábados de 12:00 a 20:00. Domingos de 14:00 a 20:00.;4371-9454;info@teatroapolo.com.ar;www.teatroapolo.com.ar;Espacio Escénico (Teatro, Música y Danza);;General;Privado;;-58.3862;-34.6040553431992
1218;La Clac Sala Teatral;;;1085;DE MAYO AV. 1158;Monserrat;Comuna 1;;4382-6529;salalaclac@live.com.ar;http://salalaclac.blogspot.com.ar;Espacio Escénico (Teatro, Música y Danza);;General;Privado;Espacio de Formación (Carreras, Seminarios y Talleres);-58.3829;-34.6092330983802
1219;Club Alemán;21ro.;;1043;CORRIENTES AV. 327;San Nicolas;Comuna 1;;4311-0716;info@clubaleman.com.ar;www.clubaleman.com.ar;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;;-58.3716;-34.6030072570629
1220;Club Americano;10ro.;;1053;VIAMONTE 1133;San Nicolas;Comuna 1;;4373-8801;info@americanclub.org.ar;http://americanclub.org.ar;Centro Cultural;;General;Privado;;-58.3829;-34.6003025586175
1221;Notorius;;;1023;CALLAO AV. 966;Recoleta;Comuna 2;Lunes a Jueves de 12:00 a 16:00 y de 21:00 a 1:00. Viernes y Sábados de 12:00 a 16:00 y de 21:00 a 2:00. Domingos de 21:00 a 24:00.;4813-6888;disqueria@notorious.com.ar;www.notorious.com.ar;Espacio Escénico (Teatro, Música y Danza);;General;Privado;Bar Cultural||Disquería;-58.3932;-34.5977831025725
1222;Teatro El Picadero;;;1051;DISCEPOLO, ENRIQUE SANTOS 1857;Balvanera;Comuna 3;;4373-5554;info@teatropicadero.com.ar;www.facebook.com/teatropicadero;Espacio Escénico (Teatro, Música y Danza);;General;Privado;;-58.3933;-34.6039211887928
1223;NoAvestruz;;;1414;HUMBOLDT 1857;Palermo;Comuna 14;;4777-6956;hola@noavestruz.com.ar;http://noavestruz.org.ar;Espacio Escénico (Teatro, Música y Danza);;General;Privado;Bar Cultural||Centro Cultural||Espacio de Formación (Carreras, Seminarios y Talleres);-58.4341;-34.5838161248796
1224;El Patio de los Actores;;;1414;LERMA 568;Villa Crespo;Comuna 15;;4772-9732;patiodeactores@fibertel.com.ar;www.patiodeactores.com.ar;Espacio Escénico (Teatro, Música y Danza);;General;Privado;Espacio de Formación (Carreras, Seminarios y Talleres);-58.4328;-34.5934428650698
1225;Café Vinilo;;;1172;GORRITI 3780;Palermo;Comuna 14;Lunes de 12:00 a 17:00. Martes a Viernes de 12:00 a 2:00. Sábados y Domingos de 20:00 a 2:00.;4866-6510;info@cafevinilo.com.ar;www.cafevinilo.com.ar;Espacio Escénico (Teatro, Música y Danza);;General;Privado;Espacio de Formación (Carreras, Seminarios y Talleres);-58.4182;-34.5955331214655
1226;Hasta Trilce;;;1240;MAZA 1377;Boedo;Comuna 5;;;info@hastatrilce.com.ar;www.hastatrilce.com.ar;Espacio Escénico (Teatro, Música y Danza);;General;Privado;;-58.4146;-34.6275304869523
1227;Thelonius Club;1ro.;;1425;SALGUERO, JERONIMO 1884;Palermo;Comuna 14;Miércoles a Domingos de 20:00 al cierre.;4829-1562;info@thelonious.com.ar;www.thelonious.com.ar;Espacio Escénico (Teatro, Música y Danza);;General;Privado;Bar Cultural;-58.4147;-34.5882419761537
1228;Club Atlético Fernández Fierro;;;1173;SANCHEZ DE BUSTAMANTE 764;Almagro;Comuna 5;Lunes de 10:00 a 20:00. Martes a Jueves de 10:00 a la medianoche. Viernes de 10:00 a 3:00. Sábados de 17:00 a 3:00.;;caff@fernandezfierro.com;www.caff.com.ar;Espacio Escénico (Teatro, Música y Danza);;General;Privado;;-58.4141;-34.6015301631852
1229;Niceto Club;;;1414;VEGA, NICETO, Cnel. AV. 5510;Palermo;Comuna 14;;4779-9396;info@nicetoclub.com;www.nicetoclub.com;Espacio Escénico (Teatro, Música y Danza);;General;Privado;;-58.4387;-34.5872410294951
1230;Centro Cultural de la Memoria Haroldo Conti;;;1429;DEL LIBERTADOR AV. 8151;Nuñez;Comuna 13;Martes a Viernes de 12:00 a 21:00. Sábados, Domingos y Feriados de 11:00 a 21:00.;4702-7777;ccmhconti@jus.gob.ar;www.derhuman.jus.gov.ar/conti/default.htm;Centro Cultural;Ministerio de Justicia.;General;Estado Nacional;Sala de Exposición||Biblioteca||Cine||Espacio Escénico (Teatro, Música y Danza);-58.4641;-34.540284965674
1231;Auditorio Losada;;;1042;CORRIENTES AV. 1551;San Nicolas;Comuna 1;;4371-9098;auditoriolosada@hotmail.com;www.facebook.com/AuditorioLosada;Espacio Escénico (Teatro, Música y Danza);;General;Privado;;-58.3887;-34.6041613033449
1232;Il Ballo del Mattone;;;1414;GORRITI 5737;Palermo;Comuna 14;Lunes y Domingos de 12:00 a 16:00. Martes a Sábados de 12:00 a 16:00 y de 20:00 al cierre.;4776-4247;ilballodelmattone@gmail.com;www.ilballodelmattone.com;Bar Cultural;;General;Privado;Galería de Arte;-58.4386;-34.583849571243
1233;La Cigale;;;1002;25 DE MAYO 597;San Nicolas;Comuna 1;Lunes a Viernes desde las 18:00. Sábados y Feriados desde las 20:00.;4893-2332;barlacigale@yahoo.com.ar;http://lacigalebar.blogspot.com.ar;Bar Cultural;;Jóvenes y Adultos;Privado;;-58.3712;-34.6008754769538
1234;Teatro Metropolitan 1 y 2;;;1043;CORRIENTES AV. 1343;San Nicolas;Comuna 1;;5277-0500;;;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;;-58.3858;-34.6038710543362
1235;Asociación La Nube, Infancia y Cultura;;;1427;NEWBERY, JORGE AV. 3537;Chacarita;Comuna 15;Lunes a Viernes de 10:00 a 13:00 y de 15:00 a 19:00. Sábados: 10:00 a 13:00.;4552-4080;lanube@lanube.org.ar;www.lanube.org.ar;Centro Cultural;;Niños y adolescentes;ONG;Librería||Biblioteca||Espacio de Formación (Carreras, Seminarios y Talleres);-58.4491;-34.5830918449873
1236;Teatro El Tinglado;;;1175;BRAVO, MARIO 948;Almagro;Comuna 5;;4863-1188;contacto@teatroeltinglado.com.ar;www.teatroeltinglado.com.ar;Espacio Escénico (Teatro, Música y Danza);;General;Privado;Espacio de Formación (Carreras, Seminarios y Talleres);-58.4161;-34.5986738799915
1237;Teatro Porteño;;;1042;CORRIENTES AV. 1630;San Nicolas;Comuna 1;;4372-5474;info@elteatroportenio.com.ar;www.teatroportenio.com;Espacio Escénico (Teatro, Música y Danza);;General;Privado;;-58.3899;-34.6043389849761
1238;Auditorio AMIA;;;1028;PASTEUR 633;Balvanera;Comuna 3;;4959-8892;cultura@amia.org.ar;www.amia.org.ar/index.php/linker/default/index/area/29;Espacio Escénico (Teatro, Música y Danza);;General;ONG;Espacio de Formación (Carreras, Seminarios y Talleres);-58.3997;-34.6017828447974
1239;Teatro Del Viejo Mercado;;;1190;LAVALLE 3177;Balvanera;Comuna 3;;2055-8500;info@teatrodelviejomercado.com;www.teatrodelviejomercado.com;Espacio Escénico (Teatro, Música y Danza);;General;Privado;Sala de Exposición||Bar Cultural;-58.4107;-34.6021811963323
1240;Auditorio de la Fundación Beethoven;3ro.;;1062;JUNCAL 1264;Retiro;Comuna 1;;4811-3971 // 4812-4319;comunicacion@fundacionbeethoven.com.ar;www.fundacionbeethoven.com.ar;Espacio Escénico (Teatro, Música y Danza);;General;Privado;;-58.3855;-34.5928569014523
1241;Garrick Arte y Cultura;;;1405;AVELLANEDA AV. 1359;Caballito;Comuna 6;;3526-7439;info@elgarrick.com.ar;www.elgarrick.com.ar;Espacio Escénico (Teatro, Música y Danza);;General;Privado;Sala de Exposición||Espacio de Formación (Carreras, Seminarios y Talleres);-58.451;-34.6191335271714
1243;Museo del Automóvil;;;1408;IRIGOYEN 2265;Villa Real;Comuna 10;Sábados, Domingos y Feriados de 14:00 a 19:00.;4644-0828;info@museodelautomovil.com;www.museodelautomovil.org.ar;Museo;;General;ONG;;-58.5262;-34.6208348565394
1244;Biblioteca del Dragón;;;1424;HUALFIN 933;Caballito;Comuna 6;Miércoles y Viernes de 17:00 a 20:00.;4432-7969;bibliotecadeldragon@gmail.com;http://bibliodeldragon.blogspot.com.ar;Biblioteca;;Niños y adolescentes;Privado;;-58.4413;-34.6238279546986
1245;Tadrón Teatro;;;1414;VEGA, NICETO, Cnel. 4802;Palermo;Comuna 14;;4777-7976;tadronteatro@hotmail.com;http://tadronteatro.blogspot.com.ar;Espacio Escénico (Teatro, Música y Danza);;General;Privado;Espacio de Formación (Carreras, Seminarios y Talleres)||Bar Cultural;-58.4316;-34.5921139917938
1246;Centro Cultural La Morocha;;;1050;TUCUMAN 1735;San Nicolas;Comuna 1;;;;http://lamorochacentrocultural.blogspot.com.ar;Centro Cultural;;General;Privado;;-58.3917;-34.60189962443
1247;La Estación, Casa de Arte;;;1171;ZELAYA 3175;Balvanera;Comuna 3;;;espaciolaestacion@gmail.com;http://laestacioncasadearte.blogspot.com.ar;Espacio de Formación (Carreras, Seminarios y Talleres);;General;Privado;;-58.4105;-34.6013775327382
1248;Café Homero;;;1414;CABRERA, JOSE A. 4946;Palermo;Comuna 14;;4773-2047;info@homerocafe.com.ar;www.homerocafe.com.ar;Espacio Escénico (Teatro, Música y Danza);;General;Privado;Bar Cultural||Milonga y/o Tanguería;-58.4318;-34.5903392938227
1249;Coliseo Sports & Fun;;;1414;FITZ ROY 2021;Palermo;Comuna 14;;4775-4834;info@coliseobar.com.ar;www.coliseobar.com.ar;Bar Cultural;;General;Privado;;-58.4332;-34.5814962352119
1250;Sr. Duncan Multiespacio Cultural;;;1204;RIVADAVIA AV. 3832;Almagro;Comuna 5;;;seniorduncan@gmail.com;www.facebook.com/SeniorDuncan;Bar Cultural;;General;Privado;Espacio Escénico (Teatro, Música y Danza);-58.4202;-34.6113198000936
1251;Teatro El Laberinto del Cíclope;;;1100;MEXICO 1718;Monserrat;Comuna 1;;4381-8223;el.laberintodelciclope@gmail.com;http://ellaberintodelciclope.blogspot.com.ar;Espacio Escénico (Teatro, Música y Danza);;General;Privado;;-58.3906;-34.6156787658115
1252;Teatro La Mueca;;;1414;CORDOBA AV. 5300;Villa Crespo;Comuna 15;;4777-0825;info@lamueca.com.ar;www.lamueca.com.ar;Espacio Escénico (Teatro, Música y Danza);;General;Privado;Espacio de Formación (Carreras, Seminarios y Talleres);-58.4371;-34.5897698397279
1253;Boris Club de Jazz;;;1414;GORRITI 5568;Palermo;Comuna 14;;4777-0012;info@borisclub.com.ar;www.borisclub.com.ar;Espacio Escénico (Teatro, Música y Danza);;General;Privado;Bar Cultural;-58.4369;-34.5852086483124
1254;Espacio Polonia Teatro;;;1414;FITZ ROY 1477;Palermo;Comuna 14;;3965-9549;;www.facebook.com/espaciopolonia.teatro;Espacio Escénico (Teatro, Música y Danza);;General;Privado;;-58.4384;-34.586030689328
1255;Inboccalupo;;;1426;ARREDONDO, Virrey 2495;Colegiales;Comuna 13;;4783-0731;info@inboccalupo.com.ar;www.inboccalupo.com.ar;Espacio Escénico (Teatro, Música y Danza);;General;Privado;Espacio de Formación (Carreras, Seminarios y Talleres)||Sala de Exposición||Cine;-58.4517;-34.568019103882
1256;Abasto Social Club;;;1184;YATAY 666;Almagro;Comuna 5;;;;http://abastosocialclub.wix.com/yatay666;Espacio Escénico (Teatro, Música y Danza);;General;Privado;;-58.4289;-34.6044045258682
1257;Oveja Descarriada!;;;1414;ARAOZ 1047;Villa Crespo;Comuna 15;Miércoles de 11:00 a 22:00. Jueves de 11:00 a 0:00. Viernes y Sábados de 11:00 a 3:00. Domingos de 15:00 a 0:00.;4776- 0574;laquedioelmalpaso@gmail.com;www.facebook.com/pages/Oveja-Descarriada/217250971696819;Bar Cultural;;General;Privado;;-58.43;-34.5954461341288
1258;El Emergente Bar Club;;;1172;GALLO 333;Balvanera;Comuna 3;Lunes a Domingos desde las 21:00.;4862-9062;elemergenteclub@hotmail.com;www.emergentebarclub.com.ar;Bar Cultural;;General;Privado;;-58.4133;-34.6047141991739
1259;El Quetzal Casa Cultural;;;1425;GUATEMALA 4516;Palermo;Comuna 14;;;quetzal.el@gmail.com;http://elquetzalcasacultural.blogspot.com.ar;Centro Cultural;;Jóvenes y Adultos;Privado;;-58.4228;-34.5876843897787
1260;Espacio Cultural Nuestros Hijos. Fundación Madres de Plaza de Mayo;;;1429;DEL LIBERTADOR AV. 8465;Nuñez;Comuna 13;Lunes a Viernes de 14:00 a 21:00. Sábados de 10:00 a 14:00.;4703-5089;informes@nuestroshijos.org.ar;www.nuestroshijos.org.ar;Centro Cultural;;General;ONG;Espacio de Formación (Carreras, Seminarios y Talleres)||Sala de Exposición;-58.4656;-34.537773608306
1261;Al Escenario;;;1166;ARAOZ DE LAMADRID, GREGORIO, GRAL. 1001;Boca;Comuna 4;Jueves a Sábados desde las 13:00. Domingos de 13:00 a 18:00.;4303-3346;info@alescenario.com.ar;www.alescenario.com.ar;Espacio Escénico (Teatro, Música y Danza);;General;;Bar Cultural;-58.3664;-34.6396725148338
1262;Groove;;;1425;SANTA FE AV. 4389;Palermo;Comuna 14;;5368-0679;info@palermogroove.com;http://palermogroove.com;Espacio Escénico (Teatro, Música y Danza);;General;Privado;;-58.4232;-34.5796533386589
1263;The Roxy Live;;;1414;VEGA, NICETO, Cnel. AV. 5542;Palermo;Comuna 14;;4777-0997;info@theroxylive.com.ar;www.theroxybar.com.ar;Espacio Escénico (Teatro, Música y Danza);;General;Privado;;-58.4389;-34.5870972942977
1264;Cine Belgrano Multiplex;;;1428;VUELTA DE OBLIGADO 2199;Belgrano;Comuna 13;;0810-888-2463;;www.cinesmultiplex.com.ar;Cine;;General;Privado;;-58.4565;-34.5603632722228
1265;Cine Hoyts Abasto;;;1193;CORRIENTES AV. 3247;Balvanera;Comuna 3;Lunes a Domingos desde las 11:00.;5238-2700 // 0810-122-46987 (HOYTS);;www.hoyts.com.ar;Cine;;General;Privado;;-58.4107;-34.6039564271119
1266;Cine Hoyts Dot;;;1430;VEDIA 3626;Saavedra;Comuna 12;Lunes a Domingos desde las 11:00.;5238-2700 // 0810-122-46987 (HOYTS);;www.hoyts.com.ar;Cine;;General;Privado;;-58.4884;-34.5455218283565
1267;Cine Village Caballito;;;1424;RIVADAVIA AV. 5071;Caballito;Comuna 6;Lunes a Jueves desde las 12:45. Viernes a Domingos desde las 12:15.;0810-810-2463 (CINE);info@village.com.ar;www.villagecines.com;Cine;;General;Privado;;-58.4373;-34.6185863780647
1268;Cine Village Recoleta;;;1128;LOPEZ, VICENTE 2050;Recoleta;Comuna 2;Lunes a Domingos desde las 11:00.;0810-810-2463 (CINE);info@village.com.ar;www.villagecines.com;Cine;;General;Privado;;-58.3936;-34.5889216086894
1269;Showcase Belgrano;;;1428;MONROE 1655;Belgrano;Comuna 13;Lunes a Domingos desde las 12:00.;4780-3334;;www.todoshowcase.com;Cine;;General;Privado;;-58.4529;-34.5540522627782
1270;Buenos Aires Mon Amour Cine Club;;;1006;MAIPU 960;Retiro;Comuna 1;;;info@cineclubmonamour.com;www.cineclubmonamour.com;Cine;;General;Privado;Espacio de Formación (Carreras, Seminarios y Talleres);-58.377;-34.5968163371208
1271;Casassa y Lorenzo Libreros. Sucursal Devoto Shopping.;;;1417;QUEVEDO 3365;Villa Devoto;Comuna 11;;;ventas@casassaylorenzo.com;www.casassaylorenzo.com;Librería;;General;Privado;;-58.5181;-34.6117921702264
1272;Cathedra Jurídica;;;1048;LAVALLE 1292;San Nicolas;Comuna 1;4382-4780 / 0295;;info@cathedrajuridica.com.ar;www.cathedrajuridica.com.ar;Librería;;General;Privado;;-58.3851;-34.6028037716904
1273;Certeza;;;1072;IRIGOYEN, BERNARDO de 654;Monserrat;Comuna 1;Lunes a Viernes de 10 a 19 / Sábado de 9:30 a 13:30;4334-8278 / 4345-5931;capital@libreriascerteza.com;www.libreriascerteza.blogspot.com;Librería;;General;Privado;Editorial;-58.3803;-34.6158300737573
1274;Martina Céspedes;;;1066;BOLIVAR 660;Monserrat;Comuna 1;;4343-2127;martinacespedes@artes.net.ar;www.;Librería;;General;Privado;;-58.3731;-34.6155799434624
1275;Librería Cúspide. Sucursal Cabildo.;;;1428;CABILDO AV. 1965;Belgrano;Comuna 13;Lunes a Viernes de 9 a 21 / Sábados de 9 a 22 / Domingo de 13 a 21;4780-4464;libros@cuspide.com;www.cuspide.com;Librería;;General;Privado;;-58.4554;-34.5633026698595
1276;Librería Cúspide. Sucursal Corrientes.;;;1043;CORRIENTES AV. 1243;San Nicolas;Comuna 1;Lunes a Viernes de 9 a 20 / Sábado de 11 a 20;4382-1865;libros@cuspide.com;www.cuspide.com;Librería;;General;Privado;;-58.3843;-34.6037799392344
1277;Librería Cúspide. Sucursal Corrientes II.;;;1043;CORRIENTES AV. 1316;San Nicolas;Comuna 1;Lunes a Sábado de 9 a 21 / Domingo de 13 a 21;4372-6266;libros@cuspide.com;www.cuspide.com;Librería;;General;Privado;;-58.3854;-34.6040073435956
1278;Librería Cúspide. Sucursal Rivadavia.;;;1424;RIVADAVIA AV. 5045;Caballito;Comuna 6;Domingos a Jueves de 10 a 22 / Viernes y sábados de 10 a 1 am;4901-6043;libros@cuspide.com;www.cuspide.com;Librería;;General;Privado;;-58.4373;-34.6185863780647
1279;Librería Cúspide. Sucursal Santa Fe.;;;1123;SANTA FE AV. 1818;Recoleta;Comuna 2;Lunes a Jueves de 9 a 21 / Viernes de 9 a 22 / Sábados de 10 a 22 / Domingo de 15 a 21;4815-4606;libros@cuspide.com;www.cuspide.com;Librería;;General;Privado;;-58.3936;-34.5959272695366
1280;Librería Cúspide. Sucursal Santa Fe II.;;;1123;SANTA FE AV. 2077;Recoleta;Comuna 2;Lunes a Sábados de 9 a 21 / Domingos de 12 a 20;4823-3251;libros@cuspide.com;www.cuspide.com;Librería;;General;Privado;;-58.397;-34.5955342628977
1281;Librería Cúspide. Sucursal Florida.;;;1005;FLORIDA 628;San Nicolas;Comuna 1;Lunes a Sábados de 9 a 21 / Domingos de 12 a 20;4328-0575;libros@cuspide.com;www.cuspide.com;Librería;;General;Privado;;-58.3754;-34.600697053309
1282;Librería Cúspide. Sucursal Galerías Pacífico.;;;1004;SAN MARTIN 760;San Nicolas;Comuna 1;Lunes a Sábados de 10 a 21 / Domingos de 12 a 21;5555-5280;libros@cuspide.com;www.cuspide.com;Librería;;General;Privado;;-58.3742;-34.5992120945652
1283;Librería Cúspide. Sucursal Suipacha.;;;1008;SUIPACHA 764;San Nicolas;Comuna 1;Lunes a Viernes de 9 a 19 / Sábados de 8:30 a 12:30;4322-8868;libros@cuspide.com;www.cuspide.com;Librería;;General;Privado;;-58.3797;-34.5995193446474
1284;Librería Cúspide. Sucursal Vte. López.;;;1128;LOPEZ, VICENTE 2050;Recoleta;Comuna 2;Domingo a Jueves de 10 a 24 / Viernes, sábados y vísperas de feriado de 10 a 2 am;4807-5716;libros@cuspide.com;www.cuspide.com;Librería;;General;Privado;;-58.3936;-34.5889216086894
